common_name,scientific_name,url,habitats,image_url,image_file,slug,page_text
Florida Museum,Ameiurus brunneus,https://www.floridamuseum.ufl.edu/discover-fish/florida-fishes-gallery/snail-bullhead/,Flowing freshwater,https://www.floridamuseum.ufl.edu/wp-content/uploads/sites/66/2020/02/Plate-76-2048x818.jpg,output/images_all/florida-museum-snail-bullhead-2e2243f1.jpg,florida-museum-snail-bullhead-2e2243f1,"Ameiurus brunneus
Jordan 1877
Family Ictaluridae
The snail bullhead pictured above was collected in Calhoun County, Florida in 2015. It is now part of the Florida Museum ichthyology collection, UF 237834. Florida Museum photo by Zachary Randall

The snail bullhead is a member of the North American catfish family. The fins – with the exception of the pectoral fin – are olive-brown with narrow black margins. There is a large black blotch at the dorsal fin base. Snail bullheads can be found in rocky riffles, runs and pools of small to large rivers.

Status & distribution
Status — Native freshwater
Florida Distribution — Western and North Central and Peninsula drainages
River Drainages — the Apalachicola River and the St. John’s River
VIEW SPECIES IN COLLECTION DATABASE NEW GALLERY SEARCH
Similar Species
Spotted Bullhead
Yellow Bullhead
Brown Bullhead"
Florida Museum,Ameiurus catus,https://www.floridamuseum.ufl.edu/discover-fish/florida-fishes-gallery/white-catfish/,Non-flowing freshwater,https://www.floridamuseum.ufl.edu/wp-content/uploads/sites/66/2020/02/Plate-77-2048x1250.jpg,output/images_all/florida-museum-white-catfish-411735d6.jpg,florida-museum-white-catfish-411735d6,"Ameiurus catus
(Linnaeus 1758)
Family Ictaluridae
The photo above shows a white catfish collected in Alachua County, Florida, top, and one collected in Hillsborough County, Florida, bottom. These fish are now part of the Florida Museum ichthyology collection. Top: UF 237816 Bottom: UF 236280 Florida Museum photo by Zachary Randall

The white catfish is a member of the North America catfish family. This species has a dusky black adipose fin, and the caudal fin is shallowly forked. There is no large black blotch at the dorsal fin base. White catfish can be found in lakes and impoundments, and the pools and backwaters of small to large rivers.

Status & distribution
Status — Native freshwater
Florida Distribution — Western and North Central and Peninsula drainages
River Drainages — Perdido River, Escambia River, Yellow River, Choctawhatchee River, Econfina Creek, Apalachicola River, Ochlockonee River, minor Gulf tributaries, Suwannee River, Tampa Bay, the Myakka or Peace River, Lake Okeechobee, Caloosahatchee River, the Everglades, St. John’s River and the St. Mary’s River
VIEW SPECIES IN COLLECTION DATABASE NEW GALLERY SEARCH
Similar Species
Channel Catfish
Blue Catfish"
Florida Museum,Ameiurus natalis,https://www.floridamuseum.ufl.edu/discover-fish/florida-fishes-gallery/yellow-bullhead/,Non-flowing freshwater,https://www.floridamuseum.ufl.edu/wp-content/uploads/sites/66/2020/02/Plate-78-2048x800.jpg,output/images_all/florida-museum-yellow-bullhead-42015103.jpg,florida-museum-yellow-bullhead-42015103,"Ameiurus natalis
(Lesueur 1819)
Family Ictaluridae
The yellow bullhead pictured above was collected in Alachua County, Florida in 2015. It is now part of the Florida Museum ichthyology collection, UF 238034. Florida Museum photo by Zachary Randall

The yellow bullhead is a member of the North American catfish family. It has white or yellow chin barbels, and between 24 and 27 rays with a typically has a straight edge. This species has dusky black fins. Yellow bullheads can inhabit pools and backwaters, and the runs of creeks and small to large rivers. They’re common in lakes, oxbows, ponds and impoundments.

Status & distribution
Status — Native freshwater
Florida Distribution — Western and North Central and Peninsula drainages
River Drainages — Choctawhatchee River, Econfina Creek, Apalachicola River, Ochlockonee River, minor Gulf tributaties, Suwannee River, Withlacoochee River, Tampa Bay, the Myakka or Peace River, Lake Okeechobee, Caloosahatchee River, the Everglades, Indian River, the Tolomato or Matanzas River, St. John’s River and the St. Mary’s River
VIEW SPECIES IN COLLECTION DATABASE NEW GALLERY SEARCH
Similar Species
Brown Bullhead"
Florida Museum,Ameiurus nebulosus,https://www.floridamuseum.ufl.edu/discover-fish/florida-fishes-gallery/brown-bullhead/,Non-flowing freshwater,https://www.floridamuseum.ufl.edu/wp-content/uploads/sites/66/2020/02/Plate-79-2048x726.jpg,output/images_all/florida-museum-brown-bullhead-819de135.jpg,florida-museum-brown-bullhead-819de135,"Ameiurus nebulosus
(Lesueur 1819)
Family Ictaluridae
The brown bullhead pictured above was collected in Alachua County Florida in 2015. It is now part of the Florida Museum ichthyology collection, UF 237817. Florida Museum photo by Zachary Randall

The brown bullhead is a member of the North American catfish family. It has dusky to black chin barbels and brown or black mottling or spots along the body. Its anal fin is rounded in outline and has between 19 and 23 rays. This species can be found in pools, backwaters and runs of creeks and small to large rivers. Brown bullheads are common in lakes, oxbows, ponds and impoundments.

Status & distribution
Status — Native freshwater
Florida Distribution — Western and North Central and Peninsula drainages
River Drainages — Perdido River, Escambia River, Blackwater River, Yellow River, Choctawhatchee River, Apalachicola River, Ochlockonee River, minor Gulf tributaries, Suwannee River, Withlacoochee River, Tampa Bay, the Mayakka or Peace River, Lake Okeechobee, Caloosahatchee River, the Everglades, Indian River, St. John’s River and the St. Mary’s River
VIEW SPECIES IN COLLECTION DATABASE NEW GALLERY SEARCH
Similar Species
Yellow Bullhead"
Florida Museum,Ameiurus serracanthus,https://www.floridamuseum.ufl.edu/discover-fish/florida-fishes-gallery/spotted-bullhead/,Flowing freshwater,https://www.floridamuseum.ufl.edu/wp-content/uploads/sites/66/2020/02/Plate-80-2048x891.jpg,output/images_all/florida-museum-spotted-bullhead-187d503c.jpg,florida-museum-spotted-bullhead-187d503c,"Ameiurus serracanthus
(Yerger and Relyea 1968)
Family Ictaluridae
The spotted bullhead pictured above was collected in Calhoun County, Florida in 2015. This fish is now part of the Florida Museum ichthyology collection, UF 237833. Florida Museum photo by Zachary Randall

The spotted bullhead is a member of the North American catfish family. This species has many small gray-white spots along the body and narrow black margin on the fins. There is a large black blotch at the base of the dorsal fin. Spotted bullheads can be found in rocky or sandy pools of small to medium rivers, usually in deep, fast water.

Status & distribution
Status — Native freshwater
Florida Distribution — Western and North Central drainages
River Drainages — Yellow River, Choctawhatchee River, Econfina Creek, Apalachicola River, Ochlockonee River, minor Gulf tributaries and the Suwannee River
VIEW SPECIES IN COLLECTION DATABASE NEW GALLERY SEARCH"
Florida Museum,Amia calva,https://www.floridamuseum.ufl.edu/discover-fish/florida-fishes-gallery/bowfin/,Non-flowing freshwater,https://www.floridamuseum.ufl.edu/wp-content/uploads/sites/66/2020/02/Plate-14-2048x1221.jpg,output/images_all/florida-museum-bowfin-da4e5742.jpg,florida-museum-bowfin-da4e5742,"Amia calva
Linnaeus 1766
Family Amiidae
From top to bottom, the bowfins pictured above were collected in Florida from Gilchrist and Wakulla counties in 2016 and 2015 respectively. They are now specimens in the Florida Museum ichthyology collection. Top: UF 238466 Bottom: UF 188035 Florida Museum photo by Zachary Randall

Bowfins have a large bony throat plate and a long, cylindrical body. They are found in standing water in swamps, sloughs, lakes and in the backwaters of lowland streams. Bowfins are often found near woody debris and vegetation, and are members of the bowfin family.

Status & distribution
Status — Native freshwater
Florida Distribution — Western and North Central and Peninsula drainages
River Drainages — Perdido River, Escambia River, Blackwater River, Yellow River, Choctawhatchee River, Apalachicola River, Ochlockee River, minor Gulf tributaries, Suwannee River, Tampa Bay, the Myakka or Peace River, Lake Okeechobee, Caloosahatchee River, the Everglades, India River, St. John’s River and St. Mary’s River
VIEW SPECIES IN COLLECTION DATABASE NEW GALLERY SEARCH
Similar Species
Goldline Snakehead"
Florida Museum,Ammocrypta bifascia,https://www.floridamuseum.ufl.edu/discover-fish/florida-fishes-gallery/florida-sand-darter/,Flowing freshwater,https://www.floridamuseum.ufl.edu/wp-content/uploads/sites/66/2020/02/Plate-164-2048x675.jpg,output/images_all/florida-museum-florida-sand-darter-4dda8467.jpg,florida-museum-florida-sand-darter-4dda8467,"Ammocrypta bifascia
Williams 1975
Family Percidae
This Florida sand darter was collected in Escambia County, Florida in 2013. It is now part of the Florida Museum ichthyology collection, UF 185451. Florida Museum photo by Zachary Randall

The Florida sand darter is a member of the perch and darter family. It has a slender and elongate body that is glass-clear and often with a yellow-green tint on the back and side. There are two black bands on each of the widely separated dorsal fins, and this species has a protruding snout and terminal mouth. Florida sand darters can be found in sandy runs of creeks and small to medium rivers.

Status & distribution
Status — Native freshwater
Florida Distribution — Western and North Central drainages
River Drainages — Perdido River, Escambia River, Blackwater River, Yellow River, Choctawhatchee River and the Apalachicola River
VIEW SPECIES IN COLLECTION DATABASE NEW GALLERY SEARCH
Similar Species
Crystal Darter"
Florida Museum,Amphilophus citrinellus,https://www.floridamuseum.ufl.edu/discover-fish/florida-fishes-gallery/midas-cichlid/,Flowing freshwater,https://www.floridamuseum.ufl.edu/wp-content/uploads/sites/66/2020/02/Plate-193_2-1792x2048.jpg,output/images_all/florida-museum-midas-cichlid-f94de924.jpg,florida-museum-midas-cichlid-f94de924,"Amphilophus citrinellus
(Günther 1864)
Family Cichlidae
The photo above shows an adult, top, and a juvenile, bottom, Midas cichlid. These fish are now part of the Florida Museum ichthyology collection, UF 237884. Florida Museum photo by Zachary Randall

The Midas cichlid is a member of the cichlid and tilapia family. This species has a deep, compressed and oval body and a highly variable color pattern. Large individuals gradually become reddish-orange with many gray-black scales or large black blotches on the back or side. The dorsal profile of the head is concave, and this species has a rounded caudal fin. The Midas cichlid inhabits open waters and and rocky areas of lakes and canals.

These Midas cichlids were collected in Miami-Dade County, Florida in 2015. They are now part of the Florida Museum ichthyology collection, UF 237884. Florida Museum photo by Zachary Randall
Status & distribution
Status — Non-indigenous freshwater
Florida Distribution — Peninsula
River Drainages — Tampa Bay and the Everglades
VIEW SPECIES IN COLLECTION DATABASE NEW GALLERY SEARCH
Similar Species
Mayan Cichlid"
Florida Museum,Anchoa mitchilli,https://www.floridamuseum.ufl.edu/discover-fish/florida-fishes-gallery/bay-anchovy/,Coastal,https://www.floridamuseum.ufl.edu/wp-content/uploads/sites/66/2020/02/Plate-20-2048x637.jpg,output/images_all/florida-museum-bay-anchovy-d3f351b9.jpg,florida-museum-bay-anchovy-d3f351b9,"Anchoa mitchilli
Valenciennes 1848
Family Engraulidae
The bay anchovy pictured above was collected in Brevard County, Florida, in 2014. It now belongs to the Florida Museum ichthyology collection, UF 187944. Florida Museum photo by Zachary Randall

Bay anchovies are members of the anchovy family. These anchovies have a silvery stripe on their side and semitransparent body musculature. Their maxillae extend posteriorly beyond the eye to the gill cover. Bay anchovies are a marine species that enters rivers, creeks, canals and lakes, and that can also be found well inland.

Status & distribution
Status — Marine invader
Florida Distribution — Western and North Central drainages, the Gulf Coast, South Florida and the Atlantic Coast
VIEW SPECIES IN COLLECTION DATABASE NEW GALLERY SEARCH
Similar Species
Inland Silverside"
Florida Museum,Anguilla rostrata,https://www.floridamuseum.ufl.edu/discover-fish/florida-fishes-gallery/american-eel/,Diadromous,https://www.floridamuseum.ufl.edu/wp-content/uploads/sites/66/2020/02/Plate-18-2048x1755.jpg,output/images_all/florida-museum-american-eel-31d977b8.jpg,florida-museum-american-eel-31d977b8,"Anguilla rostrata
(Lesueur 1817)
Family Anguillidae
A juvenile American eel, top, and adult, bottom, are pictured above. These eels are now specimens in the Florida Museum ichthyology collection. Top: UF 237986 Bottom: UF 187777 Florida Museum photo by Zachary Randall

American eels are members of the freshwater eel family, and have distinctly projecting lower jaws. They have slender, snakelike bodies and no pelvic fins. They can be found in creeks, canals and rivers. American eels often live in undercut banks and deep pools near logs and rocky substrate, and are frequently found in Florida cave systems.

Status & distribution
Status — Native freshwater
Florida Distribution — Western and North Central and Peninsula drainages
Drainages: Perdido River, Escambia River, Blackwater River, Yellow River, Choctawhatchee River, Econfina Creek, Apalachicola River, Ochlockonee River, minor Gulf tributaries, Suwannee River, Tampa Bay, the Myakka or Peace River, Caloosahatchee River, Everglades, Indian River, St. John’s River and St. Mary’s River
VIEW SPECIES IN COLLECTION DATABASE NEW GALLERY SEARCH
Similar Species
Speckled Worm Eel
Asian Swamp Eel"
Florida Museum,Aphredoderus sayanus,https://www.floridamuseum.ufl.edu/discover-fish/florida-fishes-gallery/pirate-perch/,Non-flowing freshwater,https://www.floridamuseum.ufl.edu/wp-content/uploads/sites/66/2020/02/Plate-90-2048x889.jpg,output/images_all/florida-museum-pirate-perch-76068160.jpg,florida-museum-pirate-perch-76068160,"Aphredoderus sayanus
(Gilliams 1824)
Family Aphredoderidae
This pirate perch was collected in Union County, Florida in 2014. It is now part of the Florida Museum ichthyology collection, UF 236306. Florida Museum photo by Zachary Randall

The pirate perch is the only living member of the pirate perch family. It has a large head and mouth, with the lower jaw protruding above the upper jaw. Its body is dark gray or brown, and is typically speckled with black. There is also a black bar on the caudal fin base. Pirate perch can be found in swamps, sloughs, ponds, lakes and backwaters, and in pools of creeks and small to large rivers. Individuals are often found among tree roots along banks of streams

Status & distribution
Status — Native freshwater
Florida Distribution — Western and North Central and Peninsula drainages
River Drainages — Perdido River, Escambia River, Blackwater River, Yellow River, Choctawhatchee River, Econfina Creek, Apalachicola River, Ochlockonee River, minor Gulf tributaries, Suwannee River, Withlacoochee River, Tampa Bay, the Myakka or Peace River, Lake Okeechobee, the Everglades, Indian River, Tolomato/Matanzas River, St. John’s River and the St. Mary’s River
VIEW SPECIES IN COLLECTION DATABASE NEW GALLERY SEARCH"
Florida Museum,Archosargus probatocephalus,https://www.floridamuseum.ufl.edu/discover-fish/florida-fishes-gallery/sheepshead/,Coastal,https://www.floridamuseum.ufl.edu/wp-content/uploads/sites/66/2020/02/Plate-186_2-1722x2048.jpg,output/images_all/florida-museum-sheepshead-60e7bad4.jpg,florida-museum-sheepshead-60e7bad4,"Archosargus probatocephalus
(Walbaum 1792)
Family Sparidae
The photo above shows an adult, top, and a juvenile, bottom, sheepshead. These fish are now part of the Florida Museum ichthyology collection. Top: UF 238037 Bottom: UF 187942 Florida Museum photo by Zachary Randall

Sheepshead are members of the porgy family. This species has moderately compressed – almost oval – deep and gray to silvery body. It is boldly marked with between four and seven broad black bars beginning beneath the first dorsal fin origin and ending on the caudal peduncle. The caudal fin is forked, and sheepshead have a moderately sized and terminal mouth. This species is a marine species that enters tidally influenced rivers and canals leading to marshes, and it typically prefers areas of hard substrate, though juveniles may be found in soft-bottom environments

Status & distribution
Status — Marine invader
Florida Distribution — Western and North Central drainages, the Gulf Coast, South Florida and the Atlantic Coast
VIEW SPECIES IN COLLECTION DATABASE NEW GALLERY SEARCH
Similar Species
Hornet Tilapia"
Florida Museum,Ariopsis felis,https://www.floridamuseum.ufl.edu/discover-fish/florida-fishes-gallery/hardhead-catfish/,Coastal,https://www.floridamuseum.ufl.edu/wp-content/uploads/sites/66/2020/02/Plate-73-2048x741.jpg,output/images_all/florida-museum-hardhead-catfish-7d257b1b.jpg,florida-museum-hardhead-catfish-7d257b1b,"Ariopsis felis
(Linnaeus 1766)
Family Ariidae
The hardhead catfish in the photo above was collected in St. John’s County, Florida in 2014. It is now part of the Florida Museum ichthyology collection, UF 237634. Florida Museum photo by Zachary Randall

The hardhead catfish is a member of the sea catfish family. It has two pairs of mental barbels, a subterminal mouth and a moderate snout. This species is a marine species that enters turbid rivers, creeks, sloughs and lakes.

Status & distribution
Status — Marine invader
Florida Distribution — Western and North Central drainages, the Gulf Coast, South Florida and the Atlantic Coast
VIEW SPECIES IN COLLECTION DATABASE NEW GALLERY SEARCH
Similar Species
Gafftopsail Catfish"
Florida Museum,Astatotilapia calliptera,https://www.floridamuseum.ufl.edu/discover-fish/florida-fishes-gallery/eastern-happy/,Non-flowing freshwater,https://www.floridamuseum.ufl.edu/wp-content/uploads/sites/66/2020/02/Plate-195-2048x1174.jpg,output/images_all/florida-museum-eastern-happy-cd42b23d.jpg,florida-museum-eastern-happy-cd42b23d,"Astatotilapia calliptera
(Günther 1894)
Family Cichlidae
This eastern happy was collected in Palm Beach County, Florida. It is now part of the Florida Museum ichthyology collection, UF 238218. Photo courtesy of Howard L. Jelks, U.S. Geological Survey.

The eastern happy is a member of the cichlid and tilapia family. It has a moderately compressed and slightly elongate body and prominent dark gold stripe from the corner of the mouth to the eye in adults. The body color is olive green to gold with between seven and nine vertical bars that tend to disappear in breeding males. The anal fin is grayish at the base and yellow towards the edge with large, bright orange egg-spots in the male. Breeding males have a bright blue head, lower hind body and caudal peduncle with a bright yellow belly and a blue and red wash in the dorsal and anal fins. The anal fin has three spines, and the caudal fin is rounded to truncated. The eastern happy is known from Hillsboro Canal in Palm Beach County.

Status & distribution
Status — Non-indigenous freshwater
Florida Distribution — Peninsula drainages
River Drainages — the Everglades
VIEW SPECIES IN COLLECTION DATABASE NEW GALLERY SEARCH"
Florida Museum,Astronotus ocellatus,https://www.floridamuseum.ufl.edu/discover-fish/florida-fishes-gallery/oscar/,Non-flowing freshwater,https://www.floridamuseum.ufl.edu/wp-content/uploads/sites/66/2020/02/Plate-196-2048x1125.jpg,output/images_all/florida-museum-oscar-b0fd1751.jpg,florida-museum-oscar-b0fd1751,"Astronotus ocellatus
(Agassiz 1831)
Family Cichlidae
This oscar was collected in Miami-dade County, Florida in 2014. It is now part of the Florida Museum ichthyology collection, UF 236677. Florida Museum photo by Zachary Randall

The oscar is a member of the cichlid and tilapia family. It has a compressed, almost oval body. There are large posterior extensions of the dorsal and anal fins, and most adults have a black spot with a bright red halo just above the midline of the caudal fin base. The body is olive to beige with large, irregular and dark blotches. The head, body and fins of juveniles are dark with irregular, tan reticulations. The anal fin has three spines and caudal fin is rounded. Oscars can be found in canals, streams, sloughs and wet prairies adjacent to canals during wet seasons.

Status & distribution
Status — Non-indigenous freshwater
Florida Distribution — Peninsula drainages
River Drainages — the Everglades
VIEW SPECIES IN COLLECTION DATABASE NEW GALLERY SEARCH"
Florida Museum,Awaous banana,https://www.floridamuseum.ufl.edu/discover-fish/florida-fishes-gallery/river-goby/,Diadromous,https://www.floridamuseum.ufl.edu/wp-content/uploads/sites/66/2020/02/Plate-218-768x374.jpg,output/images_all/florida-museum-river-goby-f36996c3.jpg,florida-museum-river-goby-f36996c3,"Awaous banana
(Valenciennes 1837)
Family Gobiidae
The photo above shows an adult, top, and a juvenile, bottom, river goby. These fish are now part of the Florida Museum ichthyology collection. Top: UF 183275 Bottom: UF 180975. Photos courtesy of Howard L. Jelks, U.S. Geological Survey.

The river goby is a member of the goby family. It has an elongate, moderately compressed body covered in small scales. The head and mouth are large and the snout is long. The eye is dorsolateral and the lips are thick, with the upper lip projecting beyond the lower. The dorsal and caudal fins are spotted, more prominently in juveniles. The river goby is a marine species, with adults that can be found in large rivers, canals and creeks, and in well-oxygenated flowing waters over areas of loose sand. Larvae develop at sea, and juveniles are usually found in bays or estuaries.

Status & distribution
Status — Marine invader
Florida Distribution — Western and North Central drainages, South Florida and the Atlantic Coast
VIEW SPECIES IN COLLECTION DATABASE NEW GALLERY SEARCH
Similar Species
Bigmouth Sleeper"
Florida Museum,Bagre marinus,https://www.floridamuseum.ufl.edu/discover-fish/florida-fishes-gallery/gafftopsail-catfish/,Coastal,https://www.floridamuseum.ufl.edu/wp-content/uploads/sites/66/2020/02/Plate-74-2048x1240.jpg,output/images_all/florida-museum-gafftopsail-catfish-d3d5e83d.jpg,florida-museum-gafftopsail-catfish-d3d5e83d,"Bagre marinus
(Mitchill 1815)
Family Ariidae
The gafftopsail catfish pictured above was collected in the Gulf of Mexico. It is now part of the Florida Museum ichthyology collection, UF 238455. Florida Museum photo by Zachary Randall

The gafftopsail catfish is a member of the sea catfish family. It has one pair of mental barbels as well maxillary barbels that extend beyond pectoral fin base, and are long and ribbonlike. The first dorsal and pectoral fin rays are long and ribbonlike also, and the head is covered in rugose, bony shield. The gafftopsail catfish enters turbid rivers, creeks and lakes.

Status & distribution
Status — Marine invader
Florida Distribution — Gulf Coast, South Florida and Atlantic Coast
VIEW SPECIES IN COLLECTION DATABASE NEW GALLERY SEARCH
Similar Species
Hardhead Catfish"
Florida Museum,Bairdiella chrysoura,https://www.floridamuseum.ufl.edu/discover-fish/florida-fishes-gallery/silver-perch/,Coastal,https://www.floridamuseum.ufl.edu/wp-content/uploads/sites/66/2020/02/Plate-188-2048x885.jpg,output/images_all/florida-museum-silver-perch-9e84074a.jpg,florida-museum-silver-perch-9e84074a,"Bairdiella chrysoura
(Lacepéde 1802)
Family Sciaenidae
This silver perch was collected in Volusia County, Florida in 2015. It is now part of the Florida Museum ichthyology collection, UF 238138. Florida Museum photo by Zachary Randall

The silver perch is a member of the drum and croaker family. It has an oblong and unpatterned body, and the mouth is large and terminal. There are no barbels on the chin, and the preopercular angle is serrate. There are small teeth in upper and lower jaw. The silver body is darker on the back, typically golden to blue-gray. The pectoral and pelvic fins are clear to white. The silver perch is a marine species that enters a variety of nearshore water bodies including rivers, creeks, canals and ditches. It is found over sandy or muddy substrates.

Status & distribution
Status — Marine invader
Florida Distribution — Western and North Central drainages, the Gulf Coast, South Florida and the Atlantic Coast
VIEW SPECIES IN COLLECTION DATABASE NEW GALLERY SEARCH"
Florida Museum,Belonesox belizanus,https://www.floridamuseum.ufl.edu/discover-fish/florida-fishes-gallery/pike-killifish/,Non-flowing freshwater,https://www.floridamuseum.ufl.edu/wp-content/uploads/sites/66/2020/02/Plate-119-2048x1088.jpg,output/images_all/florida-museum-pike-killifish-93cb13dd.jpg,florida-museum-pike-killifish-93cb13dd,"Belonesox belizanus
Kner 1860
Family Poeciliidae
The photo above shows a male, top, and a female, bottom, pike killifish. These fish are now part of the Florida Museum ichthyology collection, UF 186998. Florida Museum photo by Zachary Randall

The pike killifish is a member of the livebearer family. These fish have elongate, cylindrical bodies that taper and compress posteriorly. Pike killifish have a pointed snout and long jaws, with conspicuous pointed teeth and a protruding lower jaw. The curvature of the jaws prevents the complete closure of the mouth. There are between two and six irregular rows of conspicuous to indistinct black spots along the side body. Pike killifish can be found in estuaries and sluggish freshwater streams, canals, ditches and water holes in wetlands with floating or submerged vegetation and woody debris.

Status & distribution
Status — Non-indigenous freshwater
Florida Distribution — Peninsula drainages
River Drainages — Tampa Bay and the Everglades
VIEW SPECIES IN COLLECTION DATABASE NEW GALLERY SEARCH
Similar Species
Alligator Gar
Spotted Gar
Longnose Gar
Florida Gar"
Florida Museum,Brevoortia smithi,https://www.floridamuseum.ufl.edu/discover-fish/florida-fishes-gallery/yellowfin-menhaden/,Coastal,https://www.floridamuseum.ufl.edu/wp-content/uploads/sites/66/2020/02/Plate-26-2048x1422.jpg,output/images_all/florida-museum-yellowfin-menhaden-a6a8cf13.jpg,florida-museum-yellowfin-menhaden-a6a8cf13,"Brevoortia smithi
Hildebrand 1941
Family Clupeidae
An adult, top, and a juvenile, bottom, yellowfin menhaden are pictured above. Both were collected in St. John’s County, Florida in 2014. They now belong to the Florida Museum ichthyology collection. Top: UF 188008 Bottom: UF 237626 Florida Museum photo by Zachary Randall

Yellowfin menhadens are members of the herring family. They have a single black or purple-black spot, and the posterior edge of their pelvic fin is straight. The edges of a yellowfin menhaden’s posterior scales are serrate with many short, triangular tooth-like projections. This is a marine species that enters rivers, creeks and canals that open to estuarine areas. Like the Atlantic menhaden, yellowfin menhadens are known from lake habitats in the St. John’s River basin.

Status & distribution
Status — Marine invader
Florida Distribution — Atlantic Coast
VIEW SPECIES IN COLLECTION DATABASE NEW GALLERY SEARCH
Similar Species
Atlantic Menhaden"
Florida Museum,Brevoortia tyrannus,https://www.floridamuseum.ufl.edu/discover-fish/florida-fishes-gallery/atlantic-menhaden/,Coastal,https://www.floridamuseum.ufl.edu/wp-content/uploads/sites/66/2020/02/Plate-27-768x323.jpg,output/images_all/florida-museum-atlantic-menhaden-bfafc15a.jpg,florida-museum-atlantic-menhaden-bfafc15a,"Brevoortia tyrannus
(Latrobe 1802)
Family Clupeidae
The Atlantic menhaden pictured above was photographed in northeast Florida. Photo courtesy of James Van Tassell and D. Ross Robertson

The Atlantic shad is a member of the herring family, and has many small spots along its side. The posterior edge of its pelvic fin is rounded, and its posterior scale edges are comb-like with many long, thin tooth-like projections. The Atlantic shad is a marine species that enters rivers, creeks and canals that open to estuarine areas. Like the yellowfin menhaden, this species is known from lake habitats in the St. John’s River basin.

Status & distribution
Status — Marine invader
Florida Distribution — Atlantic Coast
VIEW SPECIES IN COLLECTION DATABASE NEW GALLERY SEARCH
Similar Species
Yellowfin Menhaden"
Florida Museum,Carpiodes cyprinus,https://www.floridamuseum.ufl.edu/discover-fish/florida-fishes-gallery/quillback/,Flowing freshwater,https://www.floridamuseum.ufl.edu/wp-content/uploads/sites/66/2020/02/Plate-59-2048x1009.jpg,output/images_all/florida-museum-quillback-710c7380.jpg,florida-museum-quillback-710c7380,"Carpiodes cyprinus
(Lesueur 1817)
Family Catostomidae
The quillback shown above was collected in Gulf County, Florida in 2015. It is now part of the Florida Museum ichthyology collection, UF 238188. Florida Museum photo by Zachary Randall

The quillback is a member of the sucker family, and has a deep and highly arched body. This species has a long falcate dorsal fin, no large papilla on the lower lip and a rounded snout. Quillbacks can be found in pools and runs of creeks and small to large rivers.

Status & distribution
Status — Native freshwater
Florida Distribution — Western and North Central drainages
River Drainages —Escambia River, Choctawhatchee River and the Apalachicola River
VIEW SPECIES IN COLLECTION DATABASE NEW GALLERY SEARCH
Similar Species
Highfin Carpsucker"
Florida Museum,Carpiodes velifer,https://www.floridamuseum.ufl.edu/discover-fish/florida-fishes-gallery/highfin-carpsucker/,Flowing freshwater,https://www.floridamuseum.ufl.edu/wp-content/uploads/sites/66/2020/02/Plate-60-2048x1064.jpg,output/images_all/florida-museum-highfin-carpsucker-b7537eec.jpg,florida-museum-highfin-carpsucker-b7537eec,"Carpiodes velifer
(Rafinesque 1820)
Family Catostomidae
The highfin carpsucker pictured above was collected in Escambia County, Florida in 2015. It is now part of the Florida Museum ichthyology collection, UF 238170. Florida Museum photo by Zachary Randall

The highfin carpsucker is a member of the sucker family. It has a deep and highly arched body, an extremely blunt snout and a large papilla at the middle of the lower lip. It can be found in pools of small to large rivers.

Status & distribution
Status — Native freshwater
Florida Distribution — Western and North Central drainages
River Drainages — The Escambia and Choctawhwatchee Rivers
VIEW SPECIES IN COLLECTION DATABASE NEW GALLERY SEARCH
Similar Species
Quillback"
Florida Museum,Centrarchus macropterus,https://www.floridamuseum.ufl.edu/discover-fish/florida-fishes-gallery/flier/,Non-flowing freshwater,https://www.floridamuseum.ufl.edu/wp-content/uploads/sites/66/2020/02/Plate-138-1706x2048.jpg,output/images_all/florida-museum-flier-cacf78eb.jpg,florida-museum-flier-cacf78eb,"Centrarchus macropterus
(Lacepéde 1801)
Family Centrarchidae
The photo above shows an adult, top, and juvenile, flier. These fish are now part of the Florida Museum ichthyology collection. Top: UF 185470 Bottom: UF 187837 Florida Museum photo by Zachary Randall

The flier is a member of the sunfish family. It has a large black teardrop, and a strongly compressed, deep body with interrupted rows of black spots along the side. This species can be found in swamps, lakes, ponds and sloughs, and in backwaters and pools of small rivers and creeks.

Status & distribution
Status — Native freshwater
Florida Distribution — Western and North Central and Peninsula drainages
River Drainages — Perdido River, Blackwater River, Yellow River, Choctawhatchee River, Econfina Creek, Apalachicola River, Ochlockonee River, minor Gulf tributaries, Suwannee River, Withlacoochee River, St. John’s River and the St. Mary’s River
VIEW SPECIES IN COLLECTION DATABASE NEW GALLERY SEARCH
Similar Species
White Crappie
Black Crappie"
